	domain	phylum	class	order	family	genus	species
ASV_259	Archaea	Thermoproteota	Nitrososphaeria_2	Nitrosopumilales_2	Nitrosopumilaceae_2	NA	NA
ASV_260	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_261	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis_742	NA
ASV_262	NA	NA	NA	NA	NA	NA	NA
ASV_263	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_264	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_265	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	NA
ASV_266	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_267	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_268	Bacteria	Pseudomonadota	Gammaproteobacteria_2	EPR3968-O8a-Bc78_2	Incertae Sedis_427	Incertae Sedis_900	NA
ASV_269	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis_742	NA
ASV_270	NA	NA	NA	NA	NA	NA	NA
ASV_271	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_272	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Pseudohongiellaceae_2	Pseudohongiella_2	NA
ASV_273	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_274	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_275	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_276	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Sphingomonadales_2	Sphingomonadaceae_2	NA	NA
ASV_277	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_278	NA	NA	NA	NA	NA	NA	NA
ASV_279	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	OM182 clade_2	Incertae Sedis_949	NA
ASV_280	Bacteria	Chloroflexota	Anaerolineae_2	Anaerolineales_2	Anaerolineaceae_2	Incertae Sedis_418	NA
ASV_281	NA	NA	NA	NA	NA	NA	NA
ASV_282	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_283	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_284	Bacteria	Latescibacterota	Incertae Sedis_30	Incertae Sedis_102	Incertae Sedis_269	Incertae Sedis_592	NA
ASV_285	NA	NA	NA	NA	NA	NA	NA
ASV_286	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_287	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	DEV007_2	Incertae Sedis_1063	NA
ASV_288	NA	NA	NA	NA	NA	NA	NA
ASV_289	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	NA
ASV_290	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_291	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	NA	NA	NA
ASV_292	Bacteria	Acidobacteriota	Subgroup 22	Incertae Sedis_29	Incertae Sedis_73	Incertae Sedis_110	NA
ASV_293	NA	NA	NA	NA	NA	NA	NA
ASV_294	Bacteria	NA	NA	NA	NA	NA	NA
ASV_295	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	NA	NA	NA
ASV_296	NA	NA	NA	NA	NA	NA	NA
ASV_297	Bacteria	Patescibacteria	Gracilibacteria	Incertae Sedis_123	Incertae Sedis_313	Incertae Sedis_649	NA
ASV_298	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Sphingomonadales_2	Sphingomonadaceae_2	NA	NA
ASV_299	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Nitrincolaceae_2	Marinobacterium_2	NA
ASV_300	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_301	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Incertae Sedis_745	NA
ASV_302	NA	NA	NA	NA	NA	NA	NA
ASV_303	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_304	NA	NA	NA	NA	NA	NA	NA
ASV_305	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_306	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_307	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	HIMB11_2	NA
ASV_308	Bacteria	NA	NA	NA	NA	NA	NA
ASV_309	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Shewanellaceae_2	Psychrobium_2	NA
ASV_310	NA	NA	NA	NA	NA	NA	NA
ASV_311	NA	NA	NA	NA	NA	NA	NA
ASV_312	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_313	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7 marine group	Incertae Sedis_345	NA
ASV_314	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_315	NA	NA	NA	NA	NA	NA	NA
ASV_316	Bacteria	Planctomycetota	BD7-11	Incertae Sedis_132	Incertae Sedis_368	Incertae Sedis_708	NA
ASV_317	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Thalassobaculales_2	Nisaeaceae_2	OM75 clade_2	NA
ASV_318	NA	NA	NA	NA	NA	NA	NA
ASV_319	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_320	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_321	Bacteria	Chloroflexota	Anaerolineae_2	Aggregatilineales	A4b_2	Incertae Sedis_415	NA
ASV_322	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Shewanellaceae_2	Shewanella_2	NA
ASV_323	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Kiloniellales_2	Kiloniellaceae_2	Incertae Sedis_791	NA
ASV_324	NA	NA	NA	NA	NA	NA	NA
ASV_325	NA	NA	NA	NA	NA	NA	NA
ASV_326	NA	NA	NA	NA	NA	NA	NA
ASV_327	Bacteria	Elusimicrobiota	Lineage IIb	Incertae Sedis_85	Incertae Sedis_249	Incertae Sedis_549	NA
ASV_328	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_329	NA	NA	NA	NA	NA	NA	NA
ASV_330	NA	NA	NA	NA	NA	NA	NA
ASV_331	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_332	Bacteria	Latescibacterota	Incertae Sedis_30	Incertae Sedis_102	Incertae Sedis_269	Incertae Sedis_592	NA
ASV_333	NA	NA	NA	NA	NA	NA	NA
ASV_334	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_335	NA	NA	NA	NA	NA	NA	NA
ASV_336	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Parvibaculales_2	PS1 clade_2	Incertae Sedis_801	NA
ASV_337	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_338	NA	NA	NA	NA	NA	NA	NA
ASV_339	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Alcanivoracaceae1_2	Alcanivorax_2	NA
ASV_340	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	SAR86 clade_2	Incertae Sedis_952	NA
ASV_341	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Incertae Sedis_330	NA
ASV_342	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	NA	NA
ASV_343	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NA
ASV_344	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Pelagibacterales	Clade IV_2	Incertae Sedis_805	NA
ASV_345	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales_2	Puniceicoccaceae_2	MB11C04 marine group_2	NA
ASV_346	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	NA	NA	NA
ASV_347	NA	NA	NA	NA	NA	NA	NA
ASV_348	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodospirillales_2	AEGEAN-169 marine group_2	Incertae Sedis_812	NA
ASV_349	NA	NA	NA	NA	NA	NA	NA
ASV_350	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Incertae Sedis_333	NA
ASV_351	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_352	NA	NA	NA	NA	NA	NA	NA
ASV_353	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Micavibrionales_2	Micavibrionaceae_2	Incertae Sedis_794	NA
ASV_354	NA	NA	NA	NA	NA	NA	NA
ASV_355	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Incertae Sedis_124	NA
ASV_356	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV_357	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_358	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	NA
ASV_359	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_360	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_361	Bacteria	Pseudomonadota	Gammaproteobacteria_2	EPR3968-O8a-Bc78_2	Incertae Sedis_427	Incertae Sedis_900	NA
ASV_362	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis_742	NA
ASV_363	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_364	NA	NA	NA	NA	NA	NA	NA
ASV_365	NA	NA	NA	NA	NA	NA	NA
ASV_366	NA	NA	NA	NA	NA	NA	NA
ASV_367	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Pseudoalteromonadaceae_2	NA	NA
ASV_368	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Pseudohongiellaceae_2	Pseudohongiella_2	NA
ASV_369	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_370	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_371	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_372	NA	NA	NA	NA	NA	NA	NA
ASV_373	Bacteria	Chloroflexota	Anaerolineae_2	Ardenticatenales_2	Incertae Sedis_170	Incertae Sedis_420	NA
ASV_374	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Incertae Sedis_330	NA
ASV_375	NA	NA	NA	NA	NA	NA	NA
ASV_376	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Incertae Sedis_143	Incertae Sedis_439	Incertae Sedis_916	NA
ASV_377	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_378	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_379	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Caulobacterales_2	Hyphomonadaceae_2	Hellea_2	NA
ASV_380	Bacteria	Rhodothermota	Rhodothermia_2	Rhodothermales_2	Rhodothermaceae_2	Incertae Sedis_977	NA
ASV_381	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	Rubritaleaceae_2	Roseibacillus_2	NA
ASV_382	NA	NA	NA	NA	NA	NA	NA
ASV_383	NA	NA	NA	NA	NA	NA	NA
ASV_384	NA	NA	NA	NA	NA	NA	NA
ASV_385	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Incertae Sedis_386	Incertae Sedis_744	NA
ASV_386	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_387	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_388	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group	NA
ASV_389	NA	NA	NA	NA	NA	NA	NA
ASV_390	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_391	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Salinisphaerales_2	Salinisphaeraceae_2	Salinisphaera_2	NA
ASV_392	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_393	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodospirillales_2	AEGEAN-169 marine group_2	Incertae Sedis_812	NA
ASV_394	NA	NA	NA	NA	NA	NA	NA
ASV_395	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Sphingomonadales_2	Sphingomonadaceae_2	NA	NA
ASV_396	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_397	NA	NA	NA	NA	NA	NA	NA
ASV_398	NA	NA	NA	NA	NA	NA	NA
ASV_399	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_400	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_401	NA	NA	NA	NA	NA	NA	NA
ASV_402	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_403	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Actinomarinaceae_2	Candidatus Actinomarina_2	NA
ASV_404	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Incertae Sedis_386	Incertae Sedis_744	NA
ASV_405	NA	NA	NA	NA	NA	NA	NA
ASV_406	NA	NA	NA	NA	NA	NA	NA
ASV_407	NA	NA	NA	NA	NA	NA	NA
ASV_408	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Parvibaculales_2	PS1 clade_2	Incertae Sedis_801	NA
ASV_409	Bacteria	Myxococcota	Polyangiia	Nannocystales_2	Nannocystaceae_2	Nannocystis_2	NA
ASV_410	NA	NA	NA	NA	NA	NA	NA
ASV_411	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_412	NA	NA	NA	NA	NA	NA	NA
ASV_413	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_414	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Incertae Sedis_333	NA
ASV_415	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_416	NA	NA	NA	NA	NA	NA	NA
ASV_417	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_418	NA	NA	NA	NA	NA	NA	NA
ASV_419	NA	NA	NA	NA	NA	NA	NA
ASV_420	NA	NA	NA	NA	NA	NA	NA
ASV_421	NA	NA	NA	NA	NA	NA	NA
ASV_422	NA	NA	NA	NA	NA	NA	NA
ASV_423	NA	NA	NA	NA	NA	NA	NA
ASV_424	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_425	NA	NA	NA	NA	NA	NA	NA
ASV_426	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_427	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_428	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_429	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	NA
ASV_430	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	KI89A clade_2	Incertae Sedis_945	NA
ASV_431	Bacteria	NA	NA	NA	NA	NA	NA
ASV_432	NA	NA	NA	NA	NA	NA	NA
ASV_433	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Ga0077536_2	Incertae Sedis_432	Incertae Sedis_906	NA
ASV_434	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Sva0996 marine group_2	NA
ASV_435	NA	NA	NA	NA	NA	NA	NA
ASV_436	NA	NA	NA	NA	NA	NA	NA
ASV_437	NA	NA	NA	NA	NA	NA	NA
ASV_438	Bacteria	NA	NA	NA	NA	NA	NA
ASV_439	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_440	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_441	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_442	NA	NA	NA	NA	NA	NA	NA
ASV_443	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_444	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_445	Bacteria	NA	NA	NA	NA	NA	NA
ASV_446	NA	NA	NA	NA	NA	NA	NA
ASV_447	NA	NA	NA	NA	NA	NA	NA
ASV_448	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_449	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_450	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_451	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	Pikeienuella	NA
ASV_452	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_453	NA	NA	NA	NA	NA	NA	NA
ASV_454	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_455	Bacteria	NA	NA	NA	NA	NA	NA
ASV_456	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_457	NA	NA	NA	NA	NA	NA	NA
ASV_458	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_459	NA	NA	NA	NA	NA	NA	NA
ASV_460	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Sva0996 marine group_2	NA
ASV_461	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Halieaceae_2	OM60(NOR5) clade_2	NA
ASV_462	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	Incertae Sedis_97	Incertae Sedis_262	Incertae Sedis_575	NA
ASV_463	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_464	NA	NA	NA	NA	NA	NA	NA
ASV_465	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_466	NA	NA	NA	NA	NA	NA	NA
ASV_467	NA	NA	NA	NA	NA	NA	NA
ASV_468	NA	NA	NA	NA	NA	NA	NA
ASV_469	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_470	Bacteria	Rhodothermota	Rhodothermia_2	Rhodothermales_2	Rhodothermaceae_2	Incertae Sedis_977	NA
ASV_471	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_472	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_473	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_474	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_475	NA	NA	NA	NA	NA	NA	NA
ASV_476	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Sva0996 marine group_2	NA
ASV_477	NA	NA	NA	NA	NA	NA	NA
ASV_478	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Rhodobacterales_2	Paracoccaceae	NA	NA
ASV_479	Bacteria	Actinomycetota	Acidimicrobiia_2	Actinomarinales_2	Incertae Sedis_81	Incertae Sedis_120	NA
ASV_480	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_481	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Francisellales_2	Francisellaceae_2	Fangia_2	NA
ASV_482	NA	NA	NA	NA	NA	NA	NA
ASV_483	Bacteria	Actinomycetota	Acidimicrobiia_2	Microtrichales_2	Microtrichaceae_2	Sva0996 marine group_2	NA
ASV_484	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	NA	NA	NA
ASV_485	NA	NA	NA	NA	NA	NA	NA
ASV_486	Bacteria	Myxococcota	bacteriap25	Incertae Sedis_108	Incertae Sedis_276	Incertae Sedis_602	NA
ASV_487	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	DEV007_2	Incertae Sedis_1063	NA
ASV_488	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
ASV_489	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Incertae Sedis_312	Incertae Sedis_648	NA
ASV_490	Bacteria	Planctomycetota	Pla3 lineage	Incertae Sedis_135	Incertae Sedis_383	Incertae Sedis_737	NA
ASV_491	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis_742	NA
ASV_492	NA	NA	NA	NA	NA	NA	NA
ASV_493	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_494	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	Incertae Sedis_78	Incertae Sedis_115	NA
ASV_495	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_496	NA	NA	NA	NA	NA	NA	NA
ASV_497	NA	NA	NA	NA	NA	NA	NA
ASV_498	NA	NA	NA	NA	NA	NA	NA
ASV_499	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Enterobacterales_2	Pseudoalteromonadaceae_2	Psychrosphaera_2	NA
ASV_500	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_501	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_502	NA	NA	NA	NA	NA	NA	NA
ASV_503	NA	NA	NA	NA	NA	NA	NA
ASV_504	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Steroidobacterales_2	Woeseiaceae_2	Woeseia_2	NA
ASV_505	NA	NA	NA	NA	NA	NA	NA
ASV_506	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis_238	Incertae Sedis_536	NA
ASV_507	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	NA	NA
ASV_508	NA	NA	NA	NA	NA	NA	NA
ASV_509	NA	NA	NA	NA	NA	NA	NA
ASV_510	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_511	NA	NA	NA	NA	NA	NA	NA
ASV_512	NA	NA	NA	NA	NA	NA	NA
ASV_513	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	Saccharospirillaceae_2	Incertae Sedis_951	NA
ASV_514	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
ASV_515	NA	NA	NA	NA	NA	NA	NA
ASV_516	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Hyphomicrobiales	Rhizobiaceae_2	Pseudahrensia_2	NA
ASV_517	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	SAR86 clade_2	Incertae Sedis_952	NA
ASV_518	NA	NA	NA	NA	NA	NA	NA
ASV_519	Archaea	Thermoproteota	Nitrososphaeria_2	Nitrosopumilales_2	Nitrosopumilaceae_2	NA	NA
ASV_520	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis_343	NA
ASV_521	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_522	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Pseudomonadales_2	SAR86 clade_2	Incertae Sedis_952	NA
ASV_523	NA	NA	NA	NA	NA	NA	NA
ASV_524	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_525	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis_17	Incertae Sedis_57	Incertae Sedis_91	NA
ASV_526	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_527	Bacteria	NA	NA	NA	NA	NA	NA
ASV_528	Archaea	Thermoproteota	Nitrososphaeria_2	Nitrosopumilales_2	Nitrosopumilaceae_2	NA	NA
ASV_529	NA	NA	NA	NA	NA	NA	NA
ASV_530	NA	NA	NA	NA	NA	NA	NA
ASV_531	NA	NA	NA	NA	NA	NA	NA
ASV_532	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NA
ASV_533	NA	NA	NA	NA	NA	NA	NA
ASV_534	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Puniceispirillales_2	EF100-94H03_2	Incertae Sedis_807	NA
ASV_535	Bacteria	Planctomycetota	OM190	Incertae Sedis_134	Incertae Sedis_372	Incertae Sedis_714	NA
ASV_536	NA	NA	NA	NA	NA	NA	NA
ASV_537	NA	NA	NA	NA	NA	NA	NA
ASV_538	NA	NA	NA	NA	NA	NA	NA
ASV_539	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales_2	Rubritaleaceae_2	Roseibacillus_2	NA
ASV_540	Bacteria	Pseudomonadota	Alphaproteobacteria_2	Sphingomonadales_2	Sphingomonadaceae_2	NA	NA
ASV_541	NA	NA	NA	NA	NA	NA	NA
ASV_542	Bacteria	Pseudomonadota	Gammaproteobacteria_2	NA	NA	NA	NA
ASV_543	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_544	NA	NA	NA	NA	NA	NA	NA
ASV_545	NA	NA	NA	NA	NA	NA	NA
ASV_546	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Incertae Sedis_743	NA
ASV_547	Bacteria	Pseudomonadota	Gammaproteobacteria_2	Salinisphaerales_2	Nevskiaceae	Polycyclovorans_2	NA
ASV_548	Bacteria	NA	NA	NA	NA	NA	NA
ASV_549	NA	NA	NA	NA	NA	NA	NA
ASV_550	NA	NA	NA	NA	NA	NA	NA
