	N-Amend-BR5-10-FT_S119_F_filt.fastq	N-Amend-C-T4_S125_F_filt.fastq	N-Amend-D-T4_S126_F_filt.fastq	N-Amend-T0_S124_F_filt.fastq	N-BR10-B_S107_F_filt.fastq	N-BR10-T_S108_F_filt.fastq	N-BR5-B_S99_F_filt.fastq	N-BR5-T_S100_F_filt.fastq	N-BR6-B_S101_F_filt.fastq	N-BR6-T_S102_F_filt.fastq	N-BR8-B_S103_F_filt.fastq	N-BR8-T_S104_F_filt.fastq	N-BR9-B_S105_F_filt.fastq	N-BR9-T_S106_F_filt.fastq	N-Control-A-T4_S122_F_filt.fastq	N-Control-B-T4_S123_F_filt.fastq	N-Control-T0_S121_F_filt.fastq	N-NEG_S128_F_filt.fastq
ASV_2467	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_2468	0	0	0	0	25	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_2469	0	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_2470	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2471	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2472	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2473	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV_2474	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV_2475	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV_2476	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV_2477	0	0	0	0	0	0	29	0	7	0	0	0	0	0	0	0	0	0
ASV_2478	0	0	0	0	0	0	24	0	0	0	0	0	0	12	0	0	0	0
ASV_2479	0	0	0	0	0	0	11	0	0	0	0	25	0	0	0	0	0	0
ASV_2480	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0	0	0	0
ASV_2481	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_2482	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_2483	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_2484	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_2485	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
ASV_2486	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV_2487	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
ASV_2488	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
ASV_2489	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_2490	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_2491	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV_2492	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ASV_2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV_2494	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2495	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2496	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2497	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2498	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2499	8	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV_2500	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2501	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2502	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2503	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
ASV_2504	0	0	0	0	0	0	23	0	0	0	0	0	12	0	0	0	0	0
ASV_2505	0	0	0	0	0	0	23	0	12	0	0	0	0	0	0	0	0	0
ASV_2506	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV_2507	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV_2508	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV_2509	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV_2510	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
ASV_2511	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2512	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2513	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2514	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2515	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2516	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_2517	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
ASV_2518	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2519	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2520	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2521	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2522	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2523	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2524	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2525	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2526	18	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_2527	11	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_2528	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ASV_2529	0	0	0	0	10	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV_2530	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2531	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV_2532	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV_2533	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV_2534	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2535	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2536	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2537	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2538	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2539	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2540	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
ASV_2541	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV_2542	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV_2543	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV_2544	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
ASV_2545	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
ASV_2546	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV_2547	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV_2548	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
ASV_2549	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
ASV_2550	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
ASV_2551	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
ASV_2552	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
ASV_2553	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2554	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2555	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2556	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2557	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2558	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2559	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2560	0	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2561	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2562	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2563	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2564	0	0	0	0	21	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_2565	0	0	0	0	12	0	0	0	0	0	10	0	11	0	0	0	0	0
ASV_2566	0	0	0	0	8	0	20	0	0	0	5	0	0	0	0	0	0	0
ASV_2567	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2568	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2569	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2570	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2571	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2572	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2573	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0
ASV_2574	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_2575	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_2576	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_2577	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV_2578	0	0	0	0	0	0	28	0	0	0	0	0	5	0	0	0	0	0
ASV_2579	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV_2580	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV_2581	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV_2582	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV_2583	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ASV_2584	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_2585	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_2586	0	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0
ASV_2587	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV_2588	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV_2589	0	0	0	0	0	0	0	0	0	0	18	0	15	0	0	0	0	0
ASV_2590	0	0	0	0	0	0	0	0	0	0	18	0	15	0	0	0	0	0
ASV_2591	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	0
ASV_2592	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV_2593	0	0	0	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0
ASV_2594	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ASV_2595	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2596	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2597	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2598	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2599	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2600	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2601	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2602	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2603	22	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_2604	6	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
ASV_2605	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_2606	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2607	0	0	0	0	18	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV_2608	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2609	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2610	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2611	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2612	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2613	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2614	0	0	0	0	0	14	0	18	0	0	0	0	0	0	0	0	0	0
ASV_2615	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
ASV_2616	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_2617	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_2618	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_2619	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_2620	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_2621	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
ASV_2622	0	0	0	0	0	0	0	0	20	0	0	0	12	0	0	0	0	0
ASV_2623	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV_2624	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV_2625	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
ASV_2626	0	0	0	0	0	0	0	0	0	12	0	20	0	0	0	0	0	0
ASV_2627	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
ASV_2628	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_2629	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_2630	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_2631	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
ASV_2632	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
ASV_2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
ASV_2634	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2635	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2636	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2637	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2638	24	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_2639	23	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2640	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2641	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ASV_2642	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2643	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2644	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2645	0	0	0	0	14	0	0	0	0	0	17	0	0	0	0	0	0	0
ASV_2646	0	0	0	0	10	0	0	0	0	8	0	0	13	0	0	0	0	0
ASV_2647	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2648	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2649	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2650	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2651	0	0	0	0	0	27	0	0	4	0	0	0	0	0	0	0	0	0
ASV_2652	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV_2653	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV_2654	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV_2655	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV_2656	0	0	0	0	0	0	7	0	0	0	0	0	24	0	0	0	0	0
ASV_2657	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2658	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2659	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2660	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2661	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2662	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2663	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2664	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2665	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2666	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_2667	0	0	0	0	0	0	0	2	0	0	0	0	0	29	0	0	0	0
ASV_2668	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV_2669	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV_2670	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
ASV_2671	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
ASV_2672	0	0	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	0
ASV_2673	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0
ASV_2674	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV_2675	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV_2676	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
ASV_2677	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
ASV_2678	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2679	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2680	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2681	0	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2682	0	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	0	0
ASV_2683	0	0	0	0	14	0	0	0	0	0	16	0	0	0	0	0	0	0
ASV_2684	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2685	0	0	0	0	0	25	0	0	0	0	0	5	0	0	0	0	0	0
ASV_2686	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV_2687	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV_2688	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV_2689	0	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0
ASV_2690	0	0	0	0	0	0	17	0	0	13	0	0	0	0	0	0	0	0
ASV_2691	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2692	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2693	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2694	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2695	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2696	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV_2697	0	0	0	0	0	0	0	13	0	0	0	17	0	0	0	0	0	0
ASV_2698	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_2699	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_2700	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_2701	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV_2702	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV_2703	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV_2704	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
ASV_2705	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	0
ASV_2706	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
ASV_2707	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_2708	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_2709	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_2710	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_2711	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
ASV_2712	0	0	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0
ASV_2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
ASV_2714	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2715	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2716	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2717	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2718	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2719	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2720	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2721	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2722	20	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_2723	11	0	0	0	0	0	0	0	5	0	3	10	0	0	0	0	0	0
ASV_2724	0	0	0	0	23	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_2725	0	0	0	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV_2726	0	0	0	0	14	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV_2727	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2728	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2729	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2730	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2731	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2732	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2733	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2734	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV_2735	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV_2736	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV_2737	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV_2738	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2739	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2740	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2741	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2742	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2743	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2744	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2745	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2746	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2747	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2748	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_2749	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0
ASV_2750	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV_2751	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV_2752	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV_2753	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV_2754	0	0	0	0	0	0	0	0	0	18	0	11	0	0	0	0	0	0
ASV_2755	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
ASV_2756	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
ASV_2757	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
ASV_2758	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_2759	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_2760	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_2761	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_2762	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_2763	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV_2764	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV_2765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
ASV_2766	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2767	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2768	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2769	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2770	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2771	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2772	19	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_2773	17	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_2774	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2775	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2776	0	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2777	0	0	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0
ASV_2778	0	0	0	0	4	0	0	0	0	12	12	0	0	0	0	0	0	0
ASV_2779	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2780	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2781	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2782	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
